Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
2144,Caparo Maruti,4, 29 years old ,Auto Components , Gurgaon/Gurugram +15 more,, 501-1k Employees ,292 Reviews
2145,EID Parry (India),4.2, Public ,FMCG , 235 years old , Chennai +27 more, 1k-5k Employees ,292 Reviews
2146,Dusters Total Solutions Services,3.9, 29 years old ,Facility Management Services , Bengaluru/Bangalore +42 more,, 501-1k Employees ,292 Reviews
2147,Wintax Solution,4.8, 5 years old ,Recruitment , Surat +72 more,, 11-50 Employees ,292 Reviews
2148,Allianz Services,4.3, 2023 years old ,Investment Banking / Venture Capital / Private Equity , Thiruvananthapuram +5 more,, 10k-50k Employees ,292 Reviews
2149,Uplers,4.3, 11 years old ,IT Services & Consulting , Ahmedabad +10 more,, 1k-5k Employees ,292 Reviews
2150,Indraprastha Gas,4, Public ,Oil & Gas , 25 years old , New Delhi +17 more, 501-1k Employees ,291 Reviews
2151,Sandoz,4.1, 137 years old ,Pharma , Navi Mumbai +16 more,, 1k-5k Employees ,291 Reviews
2152,Phillips Carbon Black,3.8, Public ,Chemicals , 63 years old , Mundra +12 more, 501-1k Employees ,291 Reviews
2153,Aloha Technology,3.6, 20 years old ,IT Services & Consulting , Pune +10 more,, 501-1k Employees ,291 Reviews
2154,RadiSys,4.4, 36 years old ,Telecom , Bengaluru/Bangalore +5 more,, 1k-5k Employees ,291 Reviews
2155,ADFC,3.6, 29 years old ,Banking , Mumbai +38 more,, 51-200 Employees ,291 Reviews
2156,Ergode IT Services,3.6, 17 years old ,IT Services & Consulting , Mumbai +4 more,, 501-1k Employees ,291 Reviews
2157,Munjal Showa,3.5, Public ,Auto Components , 38 years old , Gurgaon/Gurugram +12 more, 1k-5k Employees ,291 Reviews
2158,INDIABULLS PHARMACEUTICALS,2.6, 7 years old ,Pharma , Mumbai +54 more,, 1k-5k Employees ,291 Reviews
2159,Minda Furukawa Electric,3.9, 16 years old ,Auto Components , Bawal +12 more,, 201-500 Employees ,291 Reviews
2160,Royal Immigration,5,,Dubai +5 more,,,,291 Reviews
2161,ANAROCK Property Consultants,3.8, 6 years old ,Real Estate , Mumbai +21 more,, 501-1k Employees ,291 Reviews
2162,Jumio,3.7, 13 years old ,IT Services & Consulting , Palo Alto +7 more,, 201-500 Employees ,291 Reviews
2163,Reliance Jewels,4.1, 16 years old ,Jewellery , Mumbai +78 more,, 201-500 Employees ,290 Reviews
2164,Majesco,3.8, Public ,IT Services & Consulting , 41 years old , Morristown +5 more, 1k-5k Employees ,290 Reviews
2165,Bombardier Transportation,4.1, 28 years old ,Urban Transport , Montreal +13 more,, 201-500 Employees ,290 Reviews
2166,Sheela Foam,4.2, Public ,Furniture & Furnishing , 52 years old , Delhi/NCR +68 more, 1k-5k Employees ,290 Reviews
2167,National Collateral Management Services,3.9, 19 years old ,Government , Mumbai +67 more,, 501-1k Employees ,290 Reviews
2168,The Park Hotels,4.2, 56 years old ,Hospitality , Kolkata +18 more,, 1k-5k Employees ,290 Reviews
2169,Agro Tech Foods,4.1, Public ,FMCG , 37 years old , Gurgaon/Gurugram +46 more, 501-1k Employees ,289 Reviews
2170,Prism Cement,3.7, 26 years old ,Building Material , Mumbai +44 more,, 201-500 Employees ,289 Reviews
2171,Visaka Industries,4.2, Public ,Building Material , 42 years old , Hyderabad/Secunderabad +42 more, 1k-5k Employees ,289 Reviews
2172,Hyundai Engineering and Construction,4.3, Abu Dhabi +24 more,Engineering & Construction ,,, 501-1k Employees ,289 Reviews
2173,Eversendai,3.8, 39 years old ,Engineering & Construction , Selangor Darul Ehsan +16 more,, 201-500 Employees ,289 Reviews
2174,Ralson India,3.8, Public ,Auto Components , 49 years old , Delhi/NCR +38 more, 501-1k Employees ,289 Reviews
2175,ITC Limited Foods Division,4, 113 years old ,Food Processing , Kolkata +47 more,, 10k-50k Employees ,289 Reviews
2176,Meyer Organics,3.5, 41 years old ,Pharma , Thane +47 more,, 1k-5k Employees ,289 Reviews
2177,Škoda Auto Volkswagen,4.1, Fortune India 500 ,Automobile , 22 years old , Pune +8 more, 1k-5k Employees ,289 Reviews
2178,Liberty General Insurance,3.7, 10 years old ,Insurance , Mumbai +65 more,, 1k-5k Employees ,289 Reviews
2179,Ge T & D India,4.3, Public ,Electrical Equipment , 66 years old , Henderson +24 more, 201-500 Employees ,288 Reviews
2180,CareerNet Consulting,3.7, 24 years old ,Recruitment , Bengaluru/Bangalore +12 more,, 1k-5k Employees ,288 Reviews
2181,Hettich,3.7, 135 years old ,Furniture & Furnishing , Mumbai +30 more,, 201-500 Employees ,288 Reviews
2182,RSB Transmissions,3.8, 49 years old ,Industrial Machinery , Pune +16 more,, 1k-5k Employees ,288 Reviews
2183,HealthifyMe,3.3, Startup ,Healthcare , 11 years old , Bengaluru/Bangalore +9 more, 201-500 Employees ,288 Reviews
2184,IKEA,4.1, 80 years old ,Retail , Hyderabad/Secunderabad +14 more,, 10k-50k Employees ,288 Reviews
2185,Seoyon E-hwa Automotive,3.9, 51 years old ,Auto Components , Chennai +11 more,, 51-200 Employees ,288 Reviews
2186,Ge T & D India,4.3, Public ,Electrical Equipment , 66 years old , Noida +24 more, 201-500 Employees ,288 Reviews
2187,ARMSOFTECH.AIR,3.7, 6 years old ,IT Services & Consulting , Chennai +10 more,, 201-500 Employees ,288 Reviews
2188,Realty Assistant,4.5, 4 years old ,Real Estate , Noida +10 more,, 201-500 Employees ,288 Reviews
2189,Diya Systems,3.6, 21 years old ,BPO , Mysuru/Mysore +7 more,, 1k-5k Employees ,287 Reviews
2190,Ramco Industries,4.2, Public ,Building Material , 31 years old , Chennai +52 more, 1k-5k Employees ,287 Reviews
2191,Kuwait National Petroleum Company,4.4, Public ,Oil & Gas , 63 years old , Kuwait City +14 more, 51-200 Employees ,287 Reviews
2192,Writer Safe Guard,3.7, 22 years old ,Law Enforcement & Security , Mumbai +68 more,, 5k-10k Employees ,287 Reviews
2193,Alcon,3.5, Public ,Healthcare , 78 years old , Bengaluru/Bangalore +30 more, 1k-5k Employees ,287 Reviews
2194,Galaxy Surfactants,3.6, Public ,Chemicals , 43 years old , Navi Mumbai +10 more, 1k-5k Employees ,287 Reviews
2195,Wipro HR Services,3.3,,Recruitment ,,, Gurgaon/Gurugram +10 more,287 Reviews
2196,Eurokids,4, 22 years old ,Education & Training , Mysuru/Mysore +53 more,, 501-1k Employees ,287 Reviews
2197,Teradata,4.2, 44 years old ,Software Product , Hyderabad/Secunderabad +8 more,, 1k-5k Employees ,287 Reviews
2198,Flowserve,4.1, 26 years old ,Industrial Machinery , Bengaluru/Bangalore +11 more,, 1k-5k Employees ,287 Reviews
2199,RSWM,4.1, Public ,Fashion & Textile , 62 years old , Bhilwara +27 more, 10k-50k Employees ,286 Reviews
2200,Shriram Value Services,4.3, 17 years old ,IT Services & Consulting , Chennai +27 more,, 1k-5k Employees ,286 Reviews
2201,RSWM,4.1, Public ,Fashion & Textile , 62 years old , Noida +27 more, 10k-50k Employees ,286 Reviews
2202,Schwing Stetter,4, 78 years old ,1k-5k Employees , Herne +36 more,, Fortune India 500 ,286 Reviews
2203,Tetra Pak,4.2, Fortune India 500 ,Packaging , 36 years old , Pully +13 more, 1k-5k Employees ,286 Reviews
2204,Syrma Technology,4, 19 years old ,Consumer Electronics & Appliances , Chennai +11 more,, 201-500 Employees ,285 Reviews
2205,Nowfloats Technologies,3.6, Startup ,Software Product , 11 years old , Hyderabad +38 more, 201-500 Employees ,285 Reviews
2206,Mrs Bector's Food Specialities,4, Public ,FMCG , 45 years old , Gurgaon +40 more, 1k-5k Employees ,285 Reviews
2207,Excitel Broadband,3.8, 8 years old ,Telecom , Delhi +27 more,, 1k-5k Employees ,285 Reviews
2208,Kolte Patil Developers,4, Public ,Real Estate , 32 years old , Pune +7 more, 1k-5k Employees ,285 Reviews
2209,AccorHotels,4.5, Forbes Global 2000 ,Hospitality , 56 years old , Paris +32 more, 1k-5k Employees ,285 Reviews
2210,Suzuki,4, Forbes Global 2000 ,Automobile , 9 years old , Vadodara/Baroda +49 more, 10k-50k Employees ,285 Reviews
2211,Wipro Infotech Limited,4.3,,Gurgaon/Gurugram +36 more,,,,285 Reviews
2212,Tsys Card Tech Services,4.3, 39 years old ,IT Services & Consulting , Columbus +4 more,, 1k-5k Employees ,285 Reviews
2213,Wolters Kluwer,3.9, Forbes Global 2000 ,IT Services & Consulting , 187 years old , Alphen Aan Den Rijn +11 more, 1k-5k Employees ,285 Reviews
2214,Eli Lilly and Company,4.2, Public ,Healthcare , 30 years old , Indianapolis +18 more, 201-500 Employees ,285 Reviews
2215,Infiniti Research,3.8, 20 years old ,Analytics & KPO , London +4 more,, 501-1k Employees ,284 Reviews
2216,Greet Technologies,3.2, 32 years old ,Recruitment , Bangalore/Bengaluru +5 more,, 51-200 Employees ,284 Reviews
2217,Kalyani Technoforge,4, Pune +10 more,1k-5k Employees ,,, 44 years old ,284 Reviews
2218,Par Pharmaceutical Companies,4.3, 45 years old ,Pharma , Chestnut Ridge +7 more,, 201-500 Employees ,284 Reviews
2219,360 Realtors,3.6, 9 years old ,Real Estate , Gurgaon/Gurugram +23 more,, 501-1k Employees ,284 Reviews
2220,Aimil Pharmaceuticals,3.7, 91 years old ,Pharma , Delhi/NCR +38 more,, 501-1k Employees ,283 Reviews
2221,Maxop Engineering Co.,4.2, 20 years old ,Industrial Machinery , Delhi/NCR +9 more,, 201-500 Employees ,283 Reviews
2222,Balmer Lawrie,3.8, Central ,Power , 156 years old , Kolkata +27 more, 1k-5k Employees ,283 Reviews
2223,Hilex,3.8, 77 years old ,Automobile , Gurgaon/Gurugram +11 more,, 201-500 Employees ,283 Reviews
2224,SunTec Web Services,3.5, 24 years old ,IT Services & Consulting , New Delhi +4 more,, 1k-5k Employees ,283 Reviews
2225,C-Edge Technologies,4, 17 years old ,IT Services & Consulting , Thane +16 more,, 501-1k Employees ,283 Reviews
2226,Venus Remedies,4.1, Public ,Pharma , 34 years old , Panchkula +29 more, 501-1k Employees ,283 Reviews
2227,Yardi Systems,4.1, 39 years old ,Software Product , Santa Barbara +2 more,, 1k-5k Employees ,283 Reviews
2228,Capital Business Systems,3.7, 73 years old ,IT Services & Consulting , Delhi/NCR +51 more,, 201-500 Employees ,282 Reviews
2229,SRM University,3.8, 38 years old ,Healthcare , Chennai +21 more,, 1k-5k Employees ,282 Reviews
2230,Sona Koyo Steering Systems,4.2, 39 years old ,Auto Components , Gurgaon/Gurugram +14 more,, 1k-5k Employees ,282 Reviews
2231,Gtpl Broadband,3.8, 17 years old ,Telecom , Ahemdabad +36 more,, 1k-5k Employees (Global) ,282 Reviews
2232,Dharampal Premchand,4.1, 94 years old ,FMCG , Delhi/NCR +43 more,, 201-500 Employees ,282 Reviews
2233,Sany Heavy Industry,3.7, Forbes Global 2000 ,Industrial Machinery , 34 years old , Beijing +38 more, 501-1k Employees ,282 Reviews
2234,NR Switch N Radio Services,3.8, 25 years old ,Telecom , Kota +51 more,, 501-1k Employees ,282 Reviews
2235,Teva API,4, 88 years old ,Pharma , Tel Aviv +17 more,, 1k-5k Employees ,281 Reviews
2236,Venkateshwara Hatcheries,3.8, 52 years old ,Food Processing , Pune +38 more,, 201-500 Employees ,281 Reviews
2237,Christian Medical College,4.3, 123 years old ,Education & Training , Vellore +22 more,, 5k-10k Employees ,281 Reviews
2238,Groupon,3.4, 15 years old ,Internet , Chicago +9 more,, 1k-5k Employees ,281 Reviews
2239,Allcargo Logistics,4.1, Public ,Logistics , 30 years old , Mumbai +39 more, 501-1k Employees ,281 Reviews
2240,Venkateshwara Hatcheries,3.8, 52 years old ,Food Processing , Pune +38 more,, 201-500 Employees ,281 Reviews
2241,JSW Paints,3.9, 7 years old ,Chemicals , Mumbai +63 more,, 51-200 Employees ,281 Reviews
2242,Grass Roots Research & Creation,4.9, New Delhi +13 more,Analytics & KPO ,,, 201-500 Employees ,281 Reviews
2243,Alankit,3.1, Public ,FinTech , 32 years old , Delhi/NCR +35 more, 1k-5k Employees ,281 Reviews
2244,Securitas,3.8, Forbes Global 2000 ,Law Enforcement & Security , 89 years old , Stockholm +25 more, 10k-50k Employees ,280 Reviews
2245,Bussan Auto Finance,4.5, 89 years old ,Financial Services , New Delhi +43 more,, 201-500 Employees ,280 Reviews
2246,Transasia Bio-Medicals,3.1, 44 years old ,Biotechnology , Mumbai +40 more,, 1k-5k Employees ,280 Reviews
2247,Electronica Finance,3.8, Public ,NBFC , 33 years old , Pune +76 more, 501-1k Employees ,280 Reviews
2248,Kyungshin Industrial Motherson,3.3, 26 years old ,Electrical Equipment , Chennai +10 more,, 201-500 Employees ,280 Reviews
2249,Grand Hyatt,4.4, 66 years old ,Hospitality , Chicago +19 more,, 501-1k Employees ,280 Reviews
2250,Ceinsys Tech,3.9, Public ,IT Services & Consulting , 25 years old , Nagpur +35 more, 501-1k Employees ,280 Reviews
2251,Danske IT,3.5, 11 years old ,IT Services & Consulting , Bangalore/Bengaluru +1 more,, 1k-5k Employees ,280 Reviews
2252,IIFL Home Finance,3.9,,Gurgaon/Gurugram +102 more,,,,280 Reviews
2253,Shivalik Small Finance Bank,4, 26 years old ,Banking , Noida +17 more,, 501-1k Employees ,279 Reviews
2254,You Broadband,3.8, Public ,Telecom , 22 years old , Mumbai +27 more, 1k-5k Employees ,279 Reviews
2255,Ryan International School,3.7, Public ,Education & Training , 31 years old , Mumbai +38 more, 10k-50k Employees ,279 Reviews
2256,Oda Class,3.8, Startup ,EdTech , 6 years old , Bengaluru/Bangalore +6 more, 1k-5k Employees ,279 Reviews
2257,GoMechanic,3.7, Startup ,Internet , 7 years old , Gurgaon +26 more, 501-1k Employees ,279 Reviews
2258,Alorica,3.1, 24 years old ,BPO , Irvine +8 more,, 10k-50k Employees (Global) ,278 Reviews
2259,Aurangabad Electricals,3.9, 38 years old ,Auto Components , Aurangabad +7 more,, 501-1k Employees ,278 Reviews
2260,Cera Sanitaryware,4.2, Public ,Building Material , 43 years old , London +52 more, 1k-5k Employees ,278 Reviews
2261,CodeClouds,4.5, 14 years old ,Software Product , Pipitea +4 more,, 201-500 Employees ,278 Reviews
2262,Alorica,3.1, 24 years old ,BPO , Irvine +8 more,, 10k-50k Employees (Global) ,278 Reviews
2263,JNS Instruments,3.9, Public ,Industrial Machinery , 22 years old , Gurgaon +14 more, 501-1k Employees ,278 Reviews
2264,Medall Healthcare,3.5, 29 years old ,Healthcare , Chennai +42 more,, 1k-5k Employees ,278 Reviews
2265,Aditya Birla Minacs,4.7, 42 years old ,IT Services & Consulting , Bellandur +11 more,, 10k-50k Employees ,278 Reviews
2266,Nissan,4, Forbes Global 2000 ,Automobile , 90 years old , Yokohama-shi +60 more, 10k-50k Employees ,278 Reviews
2267,Aurangabad Electricals,3.9, 38 years old ,Auto Components , Aurangabad +7 more,, 501-1k Employees ,278 Reviews
2268,Tata Steel Utilities and Infrastructure Services,3.8,,Engineering & Construction ,,, Jamshedpur +11 more,278 Reviews
2269,ABP Group,3.4, 101 years old ,Printing & Publishing , Kolkata +19 more,, 1k-5k Employees ,277 Reviews
2270,Applied Materials,4.2, Forbes Global 2000 ,Semiconductors , 21 years old , Santa Clara +9 more, 5k-10k Employees ,277 Reviews
2271,convergys india services,3.7,,Gurgaon/Gurugram +9 more,,,,277 Reviews
2272,Jamna Auto Industries,3.5, Public ,Auto Components , 69 years old , Yamunanagar +27 more, 1k-5k Employees ,277 Reviews
2273,Wonderla Holidays,4.6, Public ,Hospitality , 23 years old , Bangalore/Bengaluru +11 more, 501-1k Employees ,277 Reviews
2274,Aarti Drugs,3.9, Public ,Pharma , 39 years old , Mumbai +10 more, 201-500 Employees ,277 Reviews
2275,IFFCO Kisan Sanchar,3.6, 16 years old ,Agro Chemicals , Delhi/NCR +59 more,, 501-1k Employees ,277 Reviews
2276,Elecon Engineering,4.1, Public ,Electrical Equipment , 72 years old , Gujrat +20 more, 501-1k Employees ,276 Reviews
2277,Tanishq Jewellery,4.5, 29 years old ,Jewellery , Bengaluru +90 more,, 501-1k Employees ,276 Reviews
2278,Jyoti CNC Automation,3.9, Public ,Industrial Machinery , 34 years old , Rajkot +25 more, 501-1k Employees ,276 Reviews
2279,Indian Bank,3.5, Fortune India 500 ,Banking , 116 years old , Chennai +65 more, 10k-50k Employees ,276 Reviews
2280,Anthem Biosciences,4, 17 years old ,Pharma , Bangalore/Bengaluru +9 more,, 1k-5k Employees ,276 Reviews
2281,Bhagwati Products,3.7, Public ,Consumer Electronics & Appliances , 21 years old , Delhi/NCR +14 more, 11-50 Employees ,276 Reviews
2282,Innominds Software,3.2, 25 years old ,IT Services & Consulting , Hyderabad/Secunderabad +6 more,, 1k-5k Employees ,276 Reviews
2283,India Nippon Electricals,4, Public ,Auto Components , 39 years old , Hosur +17 more, 501-1k Employees ,276 Reviews
2284,L. N. Malviya Infra Projects Group,3.5, 13 years old ,Engineering & Construction , Bhopal +78 more,, 1k-5k Employees ,276 Reviews
2285,Silverlink Technologies,4.5, 20 years old ,IT Services & Consulting , Mumbai +14 more,, 201-500 Employees ,276 Reviews
2286,Accion Labs,3.7, 12 years old ,IT Services & Consulting , Bridgeville +12 more,, 1k-5k Employees ,276 Reviews
2287,People Group,3.8, 27 years old ,Internet , Mumbai +27 more,, 1k-5k Employees ,276 Reviews
2288,Broadcom,3.5, Forbes Global 2000 ,Semiconductors , 47 years old , San Jose +6 more, 1k-5k Employees ,275 Reviews
2289,Micro Focus,3.9, 47 years old ,IT Services & Consulting , Newbury +6 more,, 1k-5k Employees ,275 Reviews
2290,Fenesta Building Systems,4.2, 20 years old ,Furniture & Furnishing , Gurgaon/Gurugram +45 more,, 501-1k Employees ,275 Reviews
2291,Vatika Group,3.9, 37 years old ,Hospitality , Gurgaon +11 more,, 1k-5k Employees (Global) ,275 Reviews
2292,V-Xpress,4.2, 21 years old ,Logistics , Chembur +55 more,, 501-1k Employees ,275 Reviews
2293,Google Operations Center,3.4, Hyderabad/Secunderabad +13 more,Internet ,,, 1k-5k Employees ,275 Reviews
2294,Vodafone Intelligent Services,4.2, Pune +4 more,Telecom ,,, 17 years old ,275 Reviews
2295,Uniparts Group,4.2, 39 years old ,Industrial Machinery , Noida +15 more,, 501-1k Employees ,274 Reviews
2296,Hajee A P Bava Construction,3.7, 73 years old ,Engineering & Construction , Bangalore/Bengaluru +40 more,, 201-500 Employees ,274 Reviews
2297,Ascent Consulting Services,3.5, 21 years old ,Management Consulting , Bengaluru +18 more,, 501-1k Employees ,274 Reviews
2298,Orcapod Consulting Services,3.3, 13 years old ,IT Services & Consulting , Mumbai +13 more,, 501-1k Employees ,274 Reviews
2299,IOCL Refinery,4.4, Public ,Oil & Gas , 64 years old , New Delhi +33 more, 1k-5k Employees ,274 Reviews
2300,Kiya.ai,3.4, 28 years old ,IT Services & Consulting , Mumbai +8 more,, 201-500 Employees ,274 Reviews
2301,Kirloskar Ferrous Industries,4, Public ,Iron & Steel , 32 years old , Koppal +11 more, 1k-5k Employees ,273 Reviews
2302,Time Technoplast,3.7, 31 years old ,1k-5k Employees , Mumbai +29 more,, Public ,273 Reviews
2303,Escon Elevators,3.4, 33 years old ,Industrial Machinery , Navi Mumbai +13 more,, 51-200 Employees ,273 Reviews
2304,APL Apollo Tubes,3.9, Public ,Building Material , 37 years old , Delhi/NCR +32 more, 1k-5k Employees ,273 Reviews
2305,Grey Orange,3.1, 12 years old ,IT Services & Consulting , Gurgaon +9 more,, 501-1k Employees ,273 Reviews
2306,Lafarge,4.1, 190 years old ,Building Material , Paris +73 more,, 201-500 Employees ,273 Reviews
2307,XL Health,4.3, 26 years old ,Insurance , Bangalore/Bengaluru +3 more,, 11-50 Employees ,273 Reviews
2308,ELGI Equipments,3.9, Public ,Industrial Machinery , 63 years old , Coimbatore +24 more, 1k-5k Employees ,273 Reviews
